text,label
baik ikut2 an latah memposting wajah bunda pasca aniaya mari hormat beliau,-
4 postingan konyol sebar whatsapp group gempa palu krn f,-
kah bener sih sok chat d pirsa rumpik rumpi dah biar rame htt,-
kolot caption ni bro isteri berkerjaya kena tolong benda k,-
dima hasil masuk negeri akhir masuk swasta emak gamau ecek ecek biarin mahal,-
terjemaahesungguhnya rugi ajar iaitu ajar hadir kuliyyah jug,-
prabowo sandi jabat,-
bener bgt nih seorg wanita ibu nenek laku spt,-
soal manggil sayang doang aduh sungguh niat cela maki bela jelek,-
kejar menang usahlahebar fitnah perkara dasar isu bahas,-
kritik kerja arti posisi pikir lemah te,-
curi sapu tangan cikgu lisa tipu cikgu kamal cikgu lisa hadiah sempena hari skrg 2 a,-
twips baik lihat rusa palu donggala danigi utama desa2 hancur warga butuh,-
kalah laki laki ngaku kalah cari psikiater ndak,-
benci jauh kecewa,-
pki teriak kyai kyainya gubuk2 asrama santri rusak kasur2 bakar buku2 santri bakar habis sarana p,-
jangn ambik atas org ikhlas tolong,-
ngerep kafir seriously statement nampar masa bilang kafir,-
suka gemes oknum bertanggungjawab sebar hoax tengah sedih landa saudara hati dl,-
wkwkwkwk sombong abis sekolah sbm kaliekolah gimana p,-
paham,-
taurus tukang php bikin baper anjer tuh jago perhati tarik ulur s,-
linang airmata saksi saudara bahan bumi allah uji uji ringan all,-
laku keroyok banci ibu wanita hati nurani coba negeri,-
tempat singgah datang tetap,-
berani2 main fisik,-
bilang ketemu ngga punya nyali brutal honesty resteee wassap geme,-
adakalanya hadap ketidakmampuan mundur tantang batas sebut uji d,-
hidup dihabisin juang cinta juang satu bro graphicdes,-
innalillahiwainnailaihirojiun takziah keluarga allahyarham datori wan amizan atas pergi rahmatullah sem,-
rakyat indonesia duka atas musibah gempa amp tsunamiulteng palu amp donggala negara2 dunia ikut duka mo,-
isu edar wag diurabaya benar baik waspada terima tamu,-
sakit hati omong kabar,-
percaya drama dicka om aup kumpul kebo,-
kutuk close your ears and don t listen with them and don t argue with them be strong and take c,-
tolak partai jual agama dukung teroris,-
menjelek2kan fpi ngaku2 warga palu nama biadab,-
kelompok giring opini olah pak prabowo amp tim mawar laku aman 13,-
affair twitter doang diselamatin,-
maap emang bosenan,-
kangen dicariin sampe telfon telfon terus ngomel marahin ngomelnya tanda sayang bgt khawatir bgt,-
punya rasa malu cukup nyaleg,-
kasi minggir,-
maksa,-
tuh kelakuaan kayak girlgroup,-
mulut gentong,-
perlu laden min iq nyampek penting instropeksi,-
indonesia waktu barat timur tengah nggak waktu,-
seragam fpi tulis kata lambang hti demo nyuruh keluar,-
satu juta muslim uighur tahan kamp kamp perintah komunis china kaum liberal diam ribu ba,-
suruh milih gimana masa suruh pilih,-
jujur pikir kalah bagus timnasday,-
silap besar mentaliti masyarakat malaysia penting result proses betulebab i,-
edit bagus ship b sih,-
sorry kung mahal na mahal,-
heran ma punya omongin ngga punya omongin dapet omongin oran,-
cara2 guna hoax tebar benci rezim kuasa rupa laku isis diuriah white,-
celotehaya sebut presiden miskin dunia rasa miskin miskin bekerj,-
baru tahu iblis datang angin angin panas sangka duduk condo flat tkde jin iblis masuk,-
biadab laku inieorang wanita seyogyanya laku sperti laku a,-
goblog,-
ibunda bilang jahat gampang caranyaakitilah hati cukup minta maaf diam,-
anjir foto duduk anak rajin yaampe jam hari kelasnta,-
mungkir akar rumput ketidaktahuan naif pikir sesal elit terdi,-
musibah timpa teman teman palu sakit tambah rasa sakit de,-
hidup bener ndapapa sok bener mbenerin hidup,-
tahan klo tindak pks rusak percaya rakyat daneluruh salah adlh ulah d,-
sepakat kasih tahu selera rendah,-
malang kucil ajar salah maki kaca send,-
beri harap berekspektasi,-
janganekali kali melupakanejarah iroekarno presiden pertama republik indonesia mari buka kembali catat p,-
mohon maaf atas kendala alami promo dihopee laku cara nasio,-
ego siksa capek,-
banci berani keroyokan emak2 keroyok astaghfirullahemoga aparat hukum punya nyali u,-
sih manja banged ngomong tenggorok,-
mulai main kasar pancing seteru periksa tkpaksi saksi periksa cctv tkp hasil visum,-
tuh kadang suka ngeselin bikin kangen,-
lucu umat negeri beda kr,-
kabar bencana palu manfaat org2 mental kriminal jarah pom bensin toko2 dsb,-
nge tweet ginian nggak mesyen lakuin jahat,-
admin peleksana event 2tahunipintinioi minta maaf besar besar anak anak dikarenaka,-
anjing,-
sibuk kembali rindu biy,-
saking antri tunggu orang2 sdh hilang senyum,-
dicariin tuh bikin middyu eonnie emosi,-
sedih syahwat kuasa arwah pki bangkit kembali saing cara sehat,-
valir tu bikin skill guna,-
kasihan klub persibnya gara2 ulah suporter kena imbas persib duduk,-
mandi malas suruh ngejar ngejar mas,-
tida balas coba hancur rumah tangga puas da,-
sbb bosan,-
jauh dr norma n etika budaya bngsa gin bangga cntoh hancur budaya,-
kepala berat mikirin,-
didik terima komennya spt pergi moralitaspeechlesspt manusia ad,-
rindu,-
berisik bgt anjir,-
rezim hancur nkri,-
manusia allah kata zalim quran beri ingat tunjuk manusia zalim,-
ptl badmood dr kmrnenyum jelek tuh klo cemberut fightingomi,-
rlt ganggu cowok2 kelas ky ngatain gb k awal bales balik tp sekar,-
sepele narasi2 hoax bodoh kaum radikal sdh kuasa dunia didik,-
innalillahi wa innailahirojiun negeri iniudahangat genting kepadaiapa percaya keamananekarang l,-
sedih haru,-
rusak bahagia anak gadis cinta besar sepenuh hati ayah ibu,-
bingung gimana sih asih tuhan asih manusia,-
tu expect mcm mcm nnti sedih terima jela takda tu huhuhu,-
doa ucap tuhan ampun dosa dosa tindak tindak lebiha,-
ketajiran pengaruh hadap hidup ekonomi skip,-
rapat lampau rapat dah satu dah benda ni ak,-
tolak nyata datang asa,-
hari 4 gempa tsunami palu semakinemrawut kasihan saudara2 palu d,-
bilangin nakal,-
gimana rasa mulai dikatain ajar dipatahin kaki army mah baik gamau kasi,-
itula sbb ikut alir stereotype kolot dok menunding jari,-
alas tinggalin cowok mbak hak dapet baik,-
pki fakta ronta fakta bunuh fakta laku sejarah bicara fakta kecuali saksi pki,-
hmm ngga kembang,-
sedih lihat sayang sayang,-
arti punya malu yo wkwkw punya kalah syahwat politik wkwkw,-
maafin lupain,-
allah tolong doa subur pulak feeling meeling ni salamrindu kuch,-
upaya pihak halang hrs malaysia takut malaysia hrs masuk indonesia,-
kesi umur taraf abang bapa kenang kenang budi s,-
jalan jalan belanda beli topi pulang mampir toko roti sakit ngeliat kayak gin move on hati puisimiris,-
syarat nikmat hidup senang senang wajar tingkat depresi tinggi banya,-
mati sib gausah blagu bilang pucuk dingin,-
sengaja jebak kenang rasa hilang,-
mah kasihan dldgn punya miskin tukang sampah fakir miskin ana,-
kadang kadang kena sorok sedih senyum,-
hilang nyaman,-
mangapa kisah kisah selamat heroik perhati media arimacs wilander,-
capek lihat cara2,-
masya allah anak milenial masakini labrak emak emak milenial karna waktu adzan tiba teriak terus,-
duka mendalamemoga saudara saudara palu beri kuat tabah mari bantu da,-
ajar degree master phd hormat mak cik cleaner cuci tandas kolej susah bayang ibu kit,-
cinta aneh sakit hari ngomong sayang besok ngomong putus,-
hati modus tipu2an ala jokower kaya gin data jelek spin bagus data capai target spin jad,-
wanita menang lemah temu kata ungkap asa,-
jaga ucap,-
gimana,-
achanjkt48 kadang suka rindu kangen typomu kangen ngingetin sholat gt lt pokok dehalam kangen fantasticof48 39,-
pas sampe kelas 6 dibully verbal 2 kakak mulai olok2an khas anak sam,-
menteri luar negeri turut bela sungkawa atas musibah gempa bumi tsunami donggala palu sekitarnyaemoga,-
tahu juang tetap akhir perih henti akhir,-
dunia kerja profesional gabisa percaya kaki send,-
emosi bimbing pikir tindak positif tenang teens livia,-
allah inget mantan timeline aquh,-
koordinasi pimpin absent rakyat jarah beri saran kritik terhdp penangana,-
tetiba stress org dgr ckp je ikut cara salah,-
sudi temu manusia alay foto bareng,-
bodoh bodoh usaha aoko nakamori,-
nih sanksi persib tuju mojang bujang ozspos,-
kriminal untung baikin,-
sedih rindu sadar,-
terus ih bosen,-
berani perempuan jeungainglah,-
wow muak twitter karna isi leceh indomie cara indomie,-
teroris mulai aksi bawah tanah teroris,-
benar moga laku segera tangkap amp hukum bu ratna moga segera baik benar semo,-
jenis babi lihat anjing kawan bakat seo,-
otak ganyampe emg bahasa tinggi melapaui batas dpt ambil simpul kata2nya,-
kelak rindu hati rumah nyaman huni cinta,-
suka khayal temu bicara tanya sedih,-
lama2 curiga jg gw,-
terus emang bener duaduanya bego,-
ketemu terus main hp masing2 nyari bahan ditubirin bareng2 biar obrol,-
kabo jelang 2020 model kamera munafik bakal miskin baru,-
sakit pikir pikir bijaksana bijaksana tahan hidup,-
lt hukum janji sejahtera percaya definisi sejahtera dijan,-
11 dukung dlm postingannya bawa nama allah ayat qur an lagak islam do,-
org tlh aniaya bu ratna anggap sbg manusia makhluk,-
susah moveon ngerti moveon lupa rela,-
om pliss indonesia segi disiplin jauuuuhhhhhh langit bumi,-
daomingi nggak deskripsi tipe cewek pokok diahancai baik tipe cewek,-
lelaki sekal merosakkan perempuan betul betul sayang hormat ingat mak k,-
jarak nyata jauh,-
naik bas pegi klcc duduk je rumah 8 seb,-
fakta baikosialisme komunisme kapitalisme bahaya segera ber,-
mention jasmev pernaherang kata2 kasar jenderal08 presiden2014com,-
sebut kecut biadab iniemoga pelau cepat tangkap,-
mulai main kasar pancing seteru periksa tkpaksi saksi periksa cctv tkp hasil visum ni,-
skrng kasih tuh org suka reak kafir biar paham,-
kata bodoh gagal lihat wanita abis a,-
ustad berani hina,-
bak kata fina lelaki ni terus teranh hah hamekk kauu akuu straight to the point je akuu sakit,-
males marahin,-
rindu dahi jugaa,-
jelek manyun manyun,-
heran manusia guna sempit tengah musib,-
aktivis perempuan ratnaarumpaet aniaya skrg msh rumahakit rahasia krn t,-
anak usah serkap jarang rana jarang2 betul kadang sangka buruk pd orgering simpul rasa yakin k,-
innalillahi moga cepat hukum kasihan moso berani ibu ibu,-
tu betul2 mandai describe keburu orng tu,-
pas ketemu om tante dengar kalimat gede rasa ken teriak bgst,-
boong ih pura pura kenalama,-
asik kamar tekun ibadah rayu tuhan masuk surga,-
korban gempa palu kecewa jokowi bawa bawa wartawan mengamukemua jokowi datang lokasi gempa ta,-
mohon maaf atas ketidaknyamanannya kendala sistem tracking,-
bangga dua bangga tiga bangga hubung,-
asa sedih hasil tanding lawan australia baik baik hebat stamina,-
papa turun keluarga budha katolik mamah islam keluarga papa maaf,-
im not sure anggap teman balik,-
jabat negara atur emang klu janji d tepat provokasi orang2 uda,-
kata you try kat mulut you kurang mulut laser tu,-
jarah toko mas jarah barang elektronik jarah toko pakai toko rusak jarah toko hp jarah ban bobol,-
by grebek,-
dua mudah belenggu ikat cinta,-
maaf lanjur punya pikir,-
miror mileaitu norak beraninyahare base iri yaama lagieneng,-
paham ko petinggi suka lihat persib juara beda kelas mere,-
klo kasus bunuh sensor rugi sensor expose wk,-
mesakke ik ken ngewangi mbeneke,-
resolusi bantu beri jawab masalah buyer seller iklan nama doang gede,-
ckckck mulai main kasar,-
14 dukung sok ngerti agama menghubung2kan bencana warga anggap dosa,-
rasulullah larang kait fenomena alam musibah kait gempa tsunami palu donggala,-
biarin ajaa koar,-
sih da harap kasih perhati inget kondisi nggak daaa udahlah,-
busuk gt,-
galak,-
baca titi air mata warga lombok sulit akibat gempa gotong royong,-
aduh stalking y,-
banci berani keroyokan emak2 keroyok astaghfirullahemoga aparat hukum punya nyali utk menang,-
diam diamekarang cinta diam milik ketidakmungkin,-
rindu tahan,-
contoh konten hoax nyata sayang bakal ninggalin terima,-
akun ratnasrempet diam segera klarifikasi berita klau aniaya bohong masyara,-
gapantes kasih mah elu,-
sory celah ank ramai didik ilmu agama kat anak2 bant,-
yanganggup berbuateperti pki temen aktivis 2019gantipresiden tetap ting,-
peduli bencana,-
bahasaugi manusia kerdil tdk punya tuhan,-
moga wanita jauh laki laki babi suka main fisik kek gin btw story temenku miris ba,-
main libat kena imbas ulah suporter pukul pimpin klasemen,-
jelek header ngga ganteng ganteng,-
bingung mt an,-
lapar makan tv led barang elektronik emas baju2 baru punya toko pak ambil,-
engga sanggup hilang ea eaaa,-
kalah,-
benar bole main,-
makan nasi ketawa langsung marah ibu ayo a kua sah makmum,-
me,-
yeol tinggi gaboleh bully bantet kasi g,-
sebenernya percaya tuhan sih bencana ngehubungin,-
bakal pak bbc,-
biso liat tenang dikit,-
sebar hoax ujar benci edit situasi panggil tahan laku projo percaya buk,-
tengsin fpi sdh hina hujat,-
husnudzon jokowi amp team kampanye lepas hoax liat sungguh menang,-
statement ngawur bikin indonesia sbg negara rusuh,-
bangun malam temu rabb cara bangun impi impi tausiyahku d,-
jamaah maiyah prihatin sedih doa semuaaudara korban gempa besar,-
diemin diladenin berani,-
usia muda ni rasa bosan tinggal satu rumah family bebas konon nye rasa ka yan,-
why should you care bales mendem jahat tell her to,-
palu memanggilulteng duka 1 203 tinggal 184 luka berat gempa kuat 7 7r timpa saudara,-
nyinyirin berita up mlh senang ntar bocah sendok perak pcas bts themus,-
egois sihh gatauuu huhu emg jauh2 ot6 an,-
kadang temu egois tetap pilih temu,-
kating kakel smp teriakin xxx bego pas pulang besok nyariin d,-
16 perilaku dukung spt politisasi kuasa pribadi masuk bencana alam,-
mesakke ik ken ngewangi mbeneke,-
mancing marah kemarin marah2 loh,-
maruk,-
posting kerja fpi gw kejang karna k,-
maaf teman 1 2 hari nggak update status blank spot area nemu sinyal ki,-
wa untung hp ikut maling kantong samping akutu naruhnya ampun ngeri jaman skr,-
ibadah laku pahala maksiat laku hasil dosa,-
report him please semak tl,-
jahat jahat bgt ngambil hati dibalikin,-
cinta sejati rela pergi tahu kembali tahu hati,-
gaduh puashati sakit hati rindu benci sayang insecure any kind of feeling let your partn,-
pusing garagara,-
iseng buka obrol sepi niat buka pintu lebar lebar masuk,-
awas ninggalin obrak abrik raja,-
babekasihtau inul daratista pendam kekesalanelama 15 tahun rhoma irama awal mula perse,-
nepok bokong buset dah kaget nengok belakang cowok cowok hormat gu,-
kejadia musibah palu donggala aneh lombok aceh kena musibah nja,-
ken balik pacar nggak erti,-
permen awal manis akhir bikin sakit,-
gatau,-
pukul otak provokator,-
latih utk congak kids nowadays suruh congak punya lambat i don t know how maths are taught these days bu,-
adek marah maju yah 3,-
kadang nobita cinta hati,-
astagfirulllah biadab hubung dana triliun hilang masalah sam,-
terus kondisi indu anjing ras breeder tuh kayak gin beli anjing pet shop ka,-
kadangkala hidup teruk jujur salah,-
buka bantu internasional isu kristen tuduh jokowi lagiudah politisasi bencana,-
18 turut logika dukung biadab enteng lihat data bahw,-
ribut,-
larang taat mungkar,-
salah paham digreb,-
cinta pilih cinta 49 days,-
ong candu,-
pus fisip seru masa jam istirahat tugas trus baca skripsi ddlm dsuruh keluar kn enak,-
grogi base,-
bajet paham belakang tueminggu dua ni jelas betul perangaielama ni jenuh menang,-
thru camera fuh mesti nonstop and rasa annoyingnya bebudak ipx ni hehe,-
dichat sakit,-
jeles tahu ea eaa cyg,-
anak lindung bawah meja masingemua anak remuk tulang selamat,-
dendam imunitas tubuh mati situ mula awal penyakittress kolesterol tinggi darah tinggi jantung dll,-
betul sekaliayang kalimat paham lebar,-
,-
don t be cheesy please btw gelap sesak mah hati,-
usah sikap olah olah penuh teka teki diem kadang ngerti,-
peduli harga peduli suka ngga ngga peduli buang,-
ultah jan sedih sedih,-
pria hilang wanita cinta ajar harga asa wanita,-
awal kecewa liat mv liat suka pas arti karna l,-
sibuk iri dg negara tetangga coba lihat daftar indonesia masuk dlm nomer 2 fanbasevt terbe,-
menagis pon dgr,-
gw pgen sumpahin jarah jarah palu biar kena musibah sgera sadar tuhan,-
ngayal engga engga,-
cinta laku salah perlu memberitahu teman maaf tap,-
dipungkiri komunismemengancamnegeri toreh peristiwa darah malu sekalig,-
goblikeh,-
antropolog amerika robert jay tahun 1953 turun jateng gambar kejam pki guna kuat,-
to gausah cinta kantor mati resign peduli sedih sedih,-
ingat kader paai gariindra bakar sekolah,-
yah yah baru minta nih,-
curhatan akh akh kerap meinginternalisasi social anxiety takut stok cewek habis akuisisi lelaki korea,-
ngeri negeri sungguh biadab oknum laku,-
wqwqwq putus,-
untung temenan nder,-
basi makan bambanggg nggak makan mati,-
teriak2 nkri harga mati minta ikut menyalah2kn perintah sdng kerja bantu saudara sdng kena m,-
diemin ampuh akuuka olok gw diem2 bae cape akhir stop klo ngikuti,-
